DateTime,AddedIPs,RemovedIPs
1557816723,0,45
1557817323,2,8
1557818523,0,3
1557819123,2,0
1557819723,4,1
1557820923,2,4
1557821523,2,1
1557822123,1,0
1557822722,10,0
1557823323,0,4
1557823923,2,0
1557824524,0,2
1557825123,1,0
1557826322,2,0
1557826922,4,1
1557829322,4,1
1557830522,1,5
1557831123,3,0
1557831722,4,0
1557832923,2,8
1557834123,9,9
1557835323,1,2
1557836522,3,7
1557837723,4,0
1557838923,1,5
1557840123,1,6
1557840723,3,1
1557841323,3,5
1557841922,3,0
1557842523,0,3
1557843723,2,4
1557844923,32,9
1557846123,27,4
1557847323,2,5
1557847923,5,3
1557848523,9,3
1557849123,3,6
1557849722,2,0
1557850923,7,8
1557852123,5,5
1557853324,1,4
1557854523,4,3
1557855723,19,5
1557856323,4,0
1557856923,8,0
1557858122,2,5
1557859323,2,0
1557860523,8,21
1557861122,1,0
1557861722,0,2
1557862323,5,0
1557862922,3,0
1557863522,24,0
1557864123,3,1
1557865324,1,0
1557866522,3,51
1557867122,3,3
1557867722,3,8
1557868923,1,5
1557869523,2,12
1557870122,4,0
1557871322,26,6
1557871923,4,0
1557872522,0,6
1557873722,3,0
1557874922,1,1
1557875523,2,34
1557876122,1,4
1557876723,0,2
1557877322,4,0
1557877922,1,0
1557878524,0,1
1557880923,3,5
1557882123,0,1
1557882723,0,3
1557883922,1,0
1557884522,3,2
1557885122,1,3
1557885723,4,0
1557886922,4,8
1557887523,4,0
1557888123,0,2
1557888723,2,0
1557889322,2,2
1557889925,2,0
1557890522,1,7
1557891722,1,3
1557892322,12,0
1557892923,7,2
1557894122,3,0
1557894723,7,0
1557895323,2,26
1557895923,5,0
1557896523,2,0
1557897723,2,3
1557898323,1,10
1557898922,3,0
1557899523,5,0
1557900123,2,0
1557900723,6,7
1557901923,2,2
1557902523,2,6
1557903723,2,0
1557904922,2,10
1557905523,2,0
1557907322,0,6
1557907923,1,0
1557908523,1,0
1557909723,2,11
1557910924,28,5
1557912123,4,2
1557913322,12,0
1557914524,2,8
1557915723,7,15
1557916923,2,7
1557918123,1,10
1557919323,3,2
1557920523,6,0
1557921723,0,3
1557922922,10,7
1557924123,2,4
1557925323,3,0
1557926523,6,50
1557927722,0,2
1557928923,1,1
1557929522,2,3
1557930123,4,0
1557931323,2,10
1557932523,28,2
1557933123,1,0
1557933723,2,3
1557934923,4,8
1557936123,5,19
1557937323,0,10
1557937923,0,8
1557938523,0,19
1557939122,1,0
1557939723,5,0
1557940923,1,12
1557941522,2,0
1557942123,1,0
1557943323,1,5
1557944523,2,2
1557945722,2,12
1557946922,0,3
1557948122,0,17
1557949322,1,5
1557950523,0,5
1557951723,2,0
1557952323,5,2
1557952922,27,7
1557953522,3,4
1557954123,1,0
1557955323,1,6
1557955923,29,9
1557956522,3,0
1557957722,3,3
1557958923,2,2
1557960123,1,6
1557961323,3,0
1557962523,0,20
1557963723,2,0
1557964322,1,12
1557964925,1,0
1557966123,26,53
1557967323,1,0
1557967923,0,7
1557968523,0,8
1557969123,1,0
1557969724,3,2
1557970922,2,5
1557972123,2,0
1557973323,2,5
1557974522,21,2
1557975122,3,11
1557975723,1,0
1557976923,1,15
1557977523,2,0
1557978123,25,8
1557978722,2,10
1557979323,3,18
1557979923,3,0
1557981123,2,5
1557981723,21,6
1557982323,13,7
1557982924,0,3
1557983524,32,4
1557984123,2,4
1557984723,3,1
1557985323,3,5
1557985923,4,0
1557986523,6,3
1557987722,2,4
1557988322,6,0
1557988922,1,0
1557989523,9,7
1557990123,2,20
1557990723,1,0
1557991323,0,5
1557992522,27,0
1557993123,1,8
1557994923,13,7
1557996123,0,14
1557997323,8,0
1557998523,4,12
1557999123,5,0
1557999723,9,6
1558000923,5,0
1558002123,2,6
