DateTime,AddedIPs,RemovedIPs
1557758522,1,0
1557759843,30,0
1557760323,4,4
1557760923,3,0
1557761763,85,135
1557762723,24,0
1557763351,0,1
1557764522,1,0
1557765122,1,0
1557765602,89,0
1557765723,1,0
1557766951,0,3
1557767523,1,0
1557768124,5,0
1557769444,97,73
1557770550,1,1
1557771123,1,0
1557772323,17,0
1557772922,1,0
1557773283,97,82
1557774151,1,1
1557774723,3,0
1557775204,0,70
1557775322,4,0
1557777122,95,0
1557777751,2,0
1557778323,3,0
1557778922,1,0
1557779522,1,0
1557780122,2,0
1557780722,1,0
1557780963,97,60
1557781922,1,0
1557782523,8,0
1557783724,5,0
1557784322,1,0
1557784805,52,32
1557785011,3,0
1557785522,2,0
1557785763,0,191
1557786123,1,0
1557786722,67,0
1557787323,2,0
1557788641,100,16
1557789603,16,114
1557789723,3,0
1557790922,3,0
1557792482,25,28
1557793323,2,0
1557794523,5,0
1557795123,6,0
1557795363,0,181
1557796923,1,0
1557798122,2,0
1557799351,1,2
1557799922,3,0
1557800162,67,0
1557800524,1,0
1557801723,3,1
1557802081,72,11
1557802324,4,0
1557802923,3,0
1557803282,0,153
1557803523,1,0
1557805322,2,0
1557805922,93,0
1557806524,1,0
1557806612,0,1
1557807844,78,9
1557809043,9,102
1557810122,3,2
1557810212,0,4
1557811322,1,0
1557811683,89,11
1557812522,0,1
1557812883,0,134
1557813723,2,0
1557813752,0,1
1557814922,7,0
1557815523,81,0
1557816123,1,0
1557817352,2,3
1557819123,2,0
1557819605,84,19
1557819723,3,0
1557820563,0,101
1557820923,1,0
1557820951,0,2
1557821523,2,0
1557822722,8,0
1557823683,84,0
1557823923,4,0
1557824551,1,2
1557826322,2,0
1557826922,3,0
1557827283,61,64
1557827524,0,54
1557829322,4,0
1557831123,1,0
1557831364,82,0
1557831753,4,2
1557832133,890,162
1557833044,1,59
1557833284,73,0
1557834123,5,0
1557835323,1,0
1557835351,0,2
1557836522,2,1
1557837122,73,21
1557837723,2,0
1557839047,79,39
1557839763,39,90
1557840123,1,0
1557840723,3,0
1557841323,1,0
1557841922,2,0
1557842552,0,2
1557843723,1,0
1557845043,93,8
1557846020,0,113
1557846123,17,0
1557846213,0,1
1557847323,5,0
1557847923,4,1
1557848883,67,0
1557849123,7,0
1557849752,2,5
1557850923,7,0
1557851522,2,0
1557852003,83,71
1557852123,2,0
1557852722,0,73
1557853356,1,3
1557854523,5,0
1557855723,16,1
1557856323,4,0
1557856563,94,0
1557856923,5,0
1557857011,0,1
1557858483,91,22
1557859323,5,0
1557860410,22,91
1557860615,11,3
1557861122,1,0
1557861843,91,58
1557862323,68,84
1557862922,6,0
1557863522,23,0
1557864242,30,2
1557865324,2,0
1557865925,0,72
1557866161,91,0
1557866522,3,0
1557867752,2,1
1557868923,9,0
1557869523,1,0
1557870003,67,83
1557870122,2,0
1557871012,1,0
1557871371,21,0
1557871923,2,0
1557873843,122,44
1557874972,1,0
1557875763,42,180
1557876122,1,0
1557877322,1,0
1557877683,91,110
1557877922,1,0
1557878571,12,1
1557879723,3,0
1557880923,46,1
1557881522,69,14
1557882123,15,0
1557882231,0,2
1557883443,6,171
1557883922,1,0
1557885122,1,0
1557885363,76,0
1557885723,2,0
1557886922,1,0
1557887523,7,0
1557888723,1,0
1557889221,74,208
1557889431,2,1
1557889925,3,0
1557891123,85,0
1557892322,4,0
1557893032,7,0
1557894122,1,0
1557894723,5,0
1557894963,83,88
1557895323,5,0
1557895923,4,0
1557896523,2,0
1557897723,1,0
1557898323,9,0
1557898802,87,16
1557898922,3,0
1557899523,3,0
1557900123,4,0
1557900724,5,140
1557901923,1,0
1557902641,74,0
1557903723,1,0
1557904922,3,0
1557906123,2,0
1557906483,74,62
1557907372,2,3
1557907923,1,0
1557908404,0,53
1557908523,5,0
1557909723,5,0
1557910322,65,0
1557910972,16,1
1557912244,5,78
1557913322,10,0
1557914162,84,0
1557914524,3,0
1557914632,0,1
1557915723,6,0
1557916923,3,0
1557918011,55,8
1557918172,1,1
1557918963,0,97
1557919226,671,179
1557919323,1,0
1557919923,70,0
1557920523,5,0
1557921723,1,0
1557922922,9,0
1557924123,1,0
1557924723,77,47
1557925323,4,0
1557925682,0,49
1557925923,1,0
1557926523,5,0
1557927604,71,0
1557927722,2,0
1557928923,2,0
1557928972,0,1
1557929522,2,1
1557930123,2,0
1557931447,73,14
1557932572,18,0
1557933366,1,130
1557933723,1,0
1557934923,4,0
1557935283,75,0
1557936232,30,3
1557937203,88,49
1557937323,4,0
1557938523,4,0
1557939123,1,84
1557939723,7,0
1557939772,0,1
1557940923,2,0
1557941522,2,0
1557942123,1,0
1557943132,1,2
1557944523,2,0
1557944884,97,70
1557945123,1,0
1557945722,3,0
1557946817,88,0
1557947033,0,2
1557948122,3,0
1557948723,0,86
1557949322,19,0
1557950647,93,0
1557951723,3,0
1557952323,2,0
1557952562,0,83
1557952922,20,0
1557953522,1,0
1557954123,2,0
1557954483,85,3
1557955323,4,0
1557955923,17,0
1557956522,16,0
1557957773,1,0
1557958324,65,195
1557958923,2,0
1557960242,90,0
1557961323,2,0
1557961372,0,1
1557962523,1,0
1557963723,1,0
1557964083,80,233
1557964973,3,0
1557966123,29,0
1557967323,1,0
1557967923,61,0
1557968574,1,1
1557969123,1,0
1557969724,1,0
1557970922,3,0
1557971764,60,161
1557972174,2,0
1557973323,3,0
1557973923,85,0
1557974522,34,0
1557975122,1,2
1557975773,0,1
1557976923,4,0
1557977523,1,0
1557977764,88,106
1557978123,24,0
1557978722,1,0
1557979323,1,0
1557979682,0,103
1557979923,4,0
1557981123,2,0
1557981606,93,0
1557981723,16,0
1557982323,6,0
1557982924,2,0
1557983033,0,1
1557983524,17,92
1557984123,4,0
1557984723,1,0
1557985443,100,1
1557985923,3,0
1557986523,9,0
1557986574,0,2
1557987722,1,0
1557988322,2,0
1557988922,5,0
1557989283,89,18
1557989523,8,0
1557990176,4,2
1557990723,3,0
1557991446,58,118
1557992522,18,0
1557993723,14,0
1557993774,0,2
1557994923,12,0
1557995283,0,68
1557996638,1,0
1557997212,66,0
1557997373,7,0
1557998523,4,0
1557999362,81,12
1557999723,5,0
1558000923,2,0
1558002003,0,115
1558002123,2,0
