DateTime,AddedIPs,RemovedIPs
1557897316,1010,1342
1557898215,1068,1305
1557899114,983,1028
1557900011,1034,1146
1557900913,1070,1045
1557901811,1235,978
1557902714,623,1102
1557903612,575,1188
1557904511,703,1088
1557905415,631,1194
1557906313,582,1053
1557907212,695,979
1557908112,771,956
1557909011,686,932
1557909914,712,1285
1557910813,675,758
1557911710,756,540
1557912616,736,615
1557913512,921,677
1557914411,906,599
1557915312,701,763
1557916211,821,846
1557917113,868,929
1557918014,930,718
1557918913,986,715
1557919811,1091,806
1557920713,1037,1013
1557921612,1093,996
1557922513,838,751
1557923413,794,766
1557924312,964,823
1557925213,889,779
1557926115,919,978
1557927014,1012,1103
1557927915,901,911
1557928814,1030,711
1557929713,875,888
1557930613,1008,868
1557931514,840,797
1557932412,987,887
1557933314,772,796
1557934211,831,822
1557935116,733,1097
1557936014,878,1000
1557936916,861,987
1557937816,816,1006
1557938713,753,1031
1557939614,708,901
1557940514,646,952
1557941414,645,801
1557942313,593,658
1557943213,997,512
1557944114,939,597
1557945012,1028,899
1557945913,1036,890
1557946815,989,720
1557947714,829,578
1557948612,1022,524
1557949519,1180,750
1557950416,1006,909
1557951313,760,977
1557952214,786,1215
1557953112,775,1058
1557954016,766,905
1557954916,814,1090
1557955816,890,862
1557956714,818,1007
1557957613,758,955
1557958515,918,739
1557959413,891,630
1557960314,854,645
1557961213,839,661
1557962112,821,616
1557963011,874,781
1557963914,917,841
1557964815,889,816
1557965712,895,964
1557966613,848,735
1557967513,853,1000
1557968415,830,799
1557969313,876,784
1557970213,826,764
1557971113,836,981
1557972012,885,810
1557972956,860,672
1557973848,710,515
1557974759,771,605
1557975612,1037,692
1557976514,848,727
1557977415,877,728
1557978315,836,580
1557979214,1040,722
1557980111,948,726
1557981014,814,684
1557981913,793,692
1557982812,894,495
1557983712,763,643
1557984611,793,728
1557985511,700,827
1557986413,779,821
1557987311,779,876
1557988211,813,869
1557989111,799,736
1557990012,790,800
1557990912,756,753
1557991811,784,1225
1557992710,731,1269
1557993612,803,1061
1557994513,733,1112
1557995414,753,940
1557996313,757,790
1557997211,741,893
1557998113,788,990
1557999011,801,1028
1557999911,778,1049
1558000811,792,999
1558001711,904,866
