DateTime,AddedIPs,RemovedIPs
1557914419,3,2
1557915139,8,3
1557915866,7,3
1557916576,3,4
1557917292,2,0
1557918036,4,6
1557918730,4,0
1557919454,5,3
1557920170,5,0
1557920917,4,3
1557921644,4,3
1557922332,8,3
1557923051,7,0
1557923777,4,5
1557924490,3,0
1557925218,6,4
1557925935,2,3
1557926652,2,5
1557927372,1,3
1557928095,5,6
1557928821,3,0
1557929546,2,4
1557930249,1,6
1557930999,6,5
1557931712,3,2
1557932442,1,1
1557933071,2,3
1557933899,5,2
1557934592,2,3
1557935331,2,3
1557936037,7,4
1557936761,2,2
1557937451,8,2
1557938173,4,9
1557939146,5,2
1557939853,2,4
1557940574,6,2
1557941288,4,2
1557942012,8,5
1557942731,3,5
1557943485,7,0
1557944171,4,0
1557944901,3,9
1557945608,6,0
1557946333,2,4
1557947053,3,0
1557947796,5,6
1557948767,7,5
1557949451,5,4
1557950169,2,2
1557951166,3,5
1557951850,3,5
1557952578,4,4
1557953290,6,4
1557954049,3,3
1557954752,1,6
1557955454,6,4
1557956168,7,3
1557956916,3,6
1557957640,3,2
1557958344,3,2
1557959050,5,9
1557959771,2,0
1557960489,3,0
1557961216,2,3
1557961931,4,5
1557962656,5,0
1557963368,7,9
1557964097,4,6
1557964813,2,0
1557965557,4,3
1557966275,8,2
1557966997,9,0
1557967713,7,9
1557968440,7,10
1557969402,4,10
1557970362,13,6
1557971050,10,6
1557971774,5,11
1557972767,13,11
1557973473,2,8
1557974198,4,3
1557974914,4,4
1557975635,6,6
1557976330,4,13
1557977053,4,0
1557977775,6,6
1557978498,2,2
1557979222,10,4
1557979936,2,0
1557980648,3,5
1557981375,3,3
1557982115,7,0
1557982838,0,1
1557983535,2,1
1557984251,3,3
1557984980,3,3
1557985693,1,3
1557986424,7,1
1557987133,4,4
1557987853,5,4
1557988569,7,1
1557989298,1,1
1557990043,8,3
1557991002,2,6
1557991687,7,0
1557992416,7,6
1557993141,5,2
1557993879,3,2
1557994594,4,3
1557995317,3,2
1557996036,1,5
1557996755,5,2
1557997478,5,1
1557998201,2,5
1557998916,3,1
1557999636,4,1
1558000356,4,7
1558001077,4,6
1558001775,2,1
